43.494,0.053652,0.2172,-0.045469,0.58767,0.2059,0.15705,0.01898,-0.40235,0.1674,0.58506,0.0070124,-0.24523
0.053652,0.00037534,-5.1027e-05,1.7556e-05,0.0023309,0.00060003,-0.00017663,3.2596e-05,-0.0015823,-0.00025617,0.0011967,0.00016361,-0.00034113
0.2172,-5.1027e-05,0.0025348,-0.00052472,-0.00014251,0.00078719,0.0019548,0.00010641,0.00028399,0.0024371,0.00042206,0.00032337,-0.0016518
-0.045469,1.7556e-05,-0.00052472,0.00014964,8.5624e-05,-0.00017777,-0.00044735,-2.6601e-05,-6.7244e-05,-0.00055767,-8.9358e-05,-6.4935e-05,0.00037
0.58767,0.0023309,-0.00014251,8.5624e-05,0.019074,0.0047404,-0.00088757,0.00028097,-0.01319,-0.0016775,0.013207,0.00043194,-0.0033293
0.2059,0.00060003,0.00078719,-0.00017777,0.0047404,0.00159,0.00045449,0.00011436,-0.003229,0.00045967,0.0031564,0.00032747,-0.0015799
0.15705,-0.00017663,0.0019548,-0.00044735,-0.00088757,0.00045449,0.0016803,8.1355e-05,0.00067323,0.002071,0.00010695,0.00015637,-0.0012547
0.01898,3.2596e-05,0.00010641,-2.6601e-05,0.00028097,0.00011436,8.1355e-05,3.0533e-05,-0.00019403,9.2654e-05,0.00023585,2.0782e-05,-0.00013684
-0.40235,-0.0015823,0.00028399,-6.7244e-05,-0.01319,-0.003229,0.00067323,-0.00019403,0.0092993,0.0012784,-0.0093067,-0.00020197,0.0021515
0.1674,-0.00025617,0.0024371,-0.00055767,-0.0016775,0.00045967,0.002071,9.2654e-05,0.0012784,0.0026771,-0.00051448,0.0002635,-0.0015345
0.58506,0.0011967,0.00042206,-8.9358e-05,0.013207,0.0031564,0.00010695,0.00023585,-0.0093067,-0.00051448,0.012949,-0.00052973,-0.0027185
0.0070124,0.00016361,0.00032337,-6.4935e-05,0.00043194,0.00032747,0.00015637,2.0782e-05,-0.00020197,0.0002635,-0.00052973,0.00034748,-0.00035127
-0.24523,-0.00034113,-0.0016518,0.00037,-0.0033293,-0.0015799,-0.0012547,-0.00013684,0.0021515,-0.0015345,-0.0027185,-0.00035127,0.0023688
