61.548,35.587,14.665,4.1289,28,32,92.079,44.675,12.333,50.726,5.5961,56.959,20,41.557,3.271,92.185,19,77.316,79.781,12.076,38.844,8.727,23,73,64.233,91.513,84.5,29,30.796,80.408,21.538,0,74.066,68.155,35.751,20.745,62.412,25.799,24.401,47.803
-0.13424,-0.24127,-0.26495,-0.26839,-0.22004,-0.18818,-0.098962,-0.16605,-0.22378,-0.16484,-0.19729,-0.16273,-0.22845,-0.17213,-0.28354,-0.13403,-0.22457,-0.12704,-0.12497,-0.22473,-0.23501,-0.2375,-0.21167,-0.13343,-0.14144,-0.1575,-0.12227,-0.21541,-0.23429,-0.16145,-0.24914,-0.24635,-0.10598,-0.16025,-0.18852,-0.2062,-0.14384,-0.22776,-0.2385,-0.19004
-1.7483,-1.8415,-1.8818,-1.9287,-1.8346,-1.8509,-1.7431,-1.8226,-1.8848,-1.8212,-1.8032,-1.7819,-1.8367,-1.7246,-1.9231,-1.7234,-1.8489,-1.7311,-1.7407,-1.8355,-1.8135,-1.8359,-1.8304,-1.7459,-1.7863,-1.7347,-1.745,-1.8238,-1.8839,-1.735,-1.854,-1.8914,-1.7498,-1.7713,-1.7817,-1.8082,-1.7133,-1.8547,-1.8459,-1.7624
0.75094,0.75572,0.75565,0.75482,0.76317,0.76056,0.71204,0.76279,0.75519,0.75551,0.76883,0.75935,0.76208,0.77239,0.74987,0.68716,0.76244,0.72885,0.71741,0.76393,0.76202,0.76046,0.76453,0.72634,0.7453,0.69749,0.71005,0.76471,0.75648,0.72551,0.7585,0.75852,0.73576,0.74827,0.77013,0.7677,0.73976,0.76033,0.75961,0.76078
1.8045,1.4453,1.3738,1.3862,1.4765,1.5551,2.0645,1.6574,1.4285,1.7252,1.406,1.7297,1.4254,1.5537,1.2969,2.0417,1.45,1.9593,1.9865,1.4125,1.4909,1.3555,1.4688,1.8996,1.8369,1.9797,1.9796,1.4824,1.4968,1.9042,1.4034,1.3988,1.9413,1.8968,1.5381,1.4575,1.7917,1.461,1.3947,1.5668
0.068274,0.036081,0.033044,0.0052456,0.022704,0.041865,0.2019,0.058887,0.029268,0.070908,0.029472,0.074927,0.023967,0.012267,0.03577,0.17957,0.020075,0.11954,0.12525,0.019136,0.035776,0.029899,0.024207,0.11326,0.11366,0.18044,0.16395,0.023403,0.026637,0.13514,0.023988,0.013211,0.13346,0.10394,0.01847,0.024971,0.035783,0.016025,0.030309,0.029853
0.055785,0.012987,-0.012706,-0.045003,-0.020367,-0.0024548,0.1405,0.010841,-0.0076484,0.035267,-0.025653,0.038731,-0.022329,-0.0068489,-0.019495,0.15704,-0.027488,0.10219,0.13026,-0.041571,0.0128,-0.028609,-0.020332,0.11833,0.080574,0.15706,0.14596,-0.021725,-0.013503,0.11962,-0.013642,-0.042697,0.10103,0.063327,-0.011385,-0.036336,0.089576,-0.016969,-0.005708,0.037125
0.0035268,0.00048871,0.00031349,-0.00010978,-0.00038056,7.7726e-06,0.024571,0.00074374,-9.4052e-05,0.0022703,-0.00055861,0.0024246,-0.00023229,-0.00010338,8.3274e-05,0.024368,-0.00035553,0.010309,0.01355,-0.00064428,0.00057658,-0.00027099,-0.00021097,0.011265,0.0082713,0.024241,0.020126,-0.00041049,-0.0003223,0.012961,8.9414e-05,-0.00033405,0.011571,0.0054353,-0.00017682,-0.00071973,0.0031531,-0.00013747,0.00013575,0.0010111
1.2888,1.3977,1.4372,1.453,1.4198,1.4295,1.0253,1.3982,1.4517,1.3369,1.4531,1.3292,1.4402,1.399,1.4269,0.99878,1.4464,1.1863,1.1681,1.4502,1.3855,1.4347,1.4401,1.1994,1.2307,0.98909,1.0974,1.4179,1.424,1.127,1.4334,1.45,1.1984,1.2128,1.4014,1.4272,1.3137,1.4383,1.4242,1.3757
0.48304,0.13964,-0.010912,-0.027275,0.037061,0.067298,0.63792,0.23235,-0.055164,0.36222,-0.027267,0.42313,-0.017939,0.23518,-0.04833,0.67817,-0.024012,0.61054,0.65487,-0.038051,0.24245,-0.033744,-0.0081158,0.64399,0.51306,0.67334,0.679,0.042266,0.061834,0.64772,0.0036822,-0.038955,0.58286,0.53094,0.195,-0.018002,0.61278,0.027091,0.016533,0.38696
-0.076527,-0.27888,-0.11022,-0.067359,-0.20431,-0.22818,0.2531,-0.20381,-0.08396,-0.14425,-0.24589,-0.19507,-0.1474,-0.26608,-0.23653,0.28715,-0.10571,0.17147,0.22966,-0.09751,-0.29092,-0.25752,-0.1768,0.11866,-0.025789,0.23623,0.23936,-0.21235,-0.17089,0.081102,-0.18209,-0.11148,0.12234,-0.0038148,-0.23849,-0.21787,-0.031235,-0.18634,-0.21584,-0.30323
0.094427,0.088643,0.10312,0.10836,0.098303,0.10327,0.10653,0.098175,0.11809,0.092716,0.10685,0.10006,0.10396,0.086325,0.10908,0.10459,0.10489,0.10753,0.11376,0.10717,0.087089,0.11047,0.10255,0.10993,0.10298,0.10792,0.11613,0.096888,0.09952,0.11148,0.10155,0.10821,0.11196,0.10137,0.091202,0.10536,0.098851,0.10015,0.099692,0.086212
0.63736,0.70319,0.39655,0.25815,0.59789,0.65312,0.44447,0.68632,0.30626,0.69714,0.29935,0.61732,0.50171,0.76499,0.31308,0.43826,0.46695,0.52755,0.51118,0.33506,0.71398,0.30341,0.52144,0.53769,0.63282,0.43228,0.47774,0.62001,0.55092,0.4966,0.51678,0.26595,0.5479,0.53767,0.72174,0.50511,0.57614,0.53347,0.55998,0.74826
