36.925,27,12,63.874,21.669,49.072,36.318,5.1249,32.417,80.624,28,30,19.848,67.451,14.8,40,5.8167,45.632,6.5999,26,28,95.901,88.382,29,15.243,54.481,44.65,78.734,57.854,19.075,90.701,66.604,2.6943,21.941,6.3958,45.246,33.641,13,26,53.956
-0.17137,-0.15891,-0.15269,-0.18174,-0.15355,-0.16641,-0.16153,-0.14943,-0.16191,-0.23736,-0.15738,-0.15823,-0.15487,-0.19962,-0.1597,-0.16342,-0.15085,-0.16312,-0.15698,-0.15501,-0.16009,-0.25577,-0.22936,-0.15858,-0.16294,-0.18529,-0.16189,-0.2137,-0.1929,-0.14357,-0.23007,-0.19509,-0.15849,-0.16476,-0.1601,-0.17069,-0.1608,-0.15448,-0.16095,-0.18201
-1.8079,-1.8191,-1.8274,-1.7769,-1.8269,-1.7962,-1.8136,-1.829,-1.8168,-1.753,-1.8194,-1.8195,-1.8181,-1.7702,-1.8246,-1.8104,-1.8277,-1.8051,-1.825,-1.8204,-1.8169,-1.7628,-1.758,-1.8181,-1.8185,-1.7949,-1.8122,-1.7556,-1.7734,-1.8297,-1.7552,-1.7727,-1.8238,-1.8149,-1.8264,-1.7956,-1.8163,-1.8257,-1.8172,-1.7802
0.7642,0.76658,0.76843,0.74054,0.76837,0.75557,0.76892,0.76831,0.76614,0.7055,0.7649,0.76558,0.76742,0.73712,0.76753,0.76529,0.76348,0.76134,0.7695,0.76629,0.76919,0.68513,0.70743,0.76647,0.7659,0.75879,0.75502,0.72425,0.74628,0.76617,0.69176,0.72515,0.76868,0.76773,0.76889,0.76462,0.76383,0.76887,0.76844,0.75078
1.6513,1.5911,1.5052,1.933,1.5497,1.7787,1.6268,1.5072,1.57,2.0822,1.6064,1.5954,1.5314,1.9236,1.5247,1.6644,1.4415,1.6583,1.5125,1.59,1.553,2.1616,2.0797,1.5918,1.5215,1.7753,1.8015,1.9995,1.8478,1.5075,2.2175,2.1212,1.4725,1.5453,1.475,1.703,1.6854,1.5036,1.5468,1.8496
0.0032119,0.015575,0.029573,-0.034822,0.031591,-0.028123,0.017333,0.021607,0.016612,0.019744,0.0055869,0.011318,0.018506,-0.019582,0.033737,0.0014317,0.025655,-0.012198,0.03005,0.0088473,0.027216,0.059543,0.013225,0.012941,0.022025,-0.0092015,-0.025468,-0.0098883,-0.022855,0.022717,0.034521,-0.018716,0.02356,0.015574,0.031851,-0.0040165,-0.0071304,0.031187,0.028179,-0.035202
-0.019127,-0.02957,-0.04141,0.052029,-0.040649,0.014391,-0.036063,-0.042988,-0.031627,0.1257,-0.020529,-0.025995,-0.028425,0.062583,-0.025423,-0.023238,-0.0157,-0.0043147,-0.043008,-0.028011,-0.044747,0.15508,0.1188,-0.028688,-0.029961,0.0026026,0.016947,0.088787,0.046534,-0.04411,0.14587,0.085131,-0.041545,-0.034851,-0.035638,-0.013425,-0.014922,-0.040606,-0.041498,0.03057
-0.00010965,-0.00052815,-0.0010228,-0.0014946,-0.0011861,-0.00055549,-0.00090255,-0.0007834,-0.00073923,0.0024775,-0.00013051,-0.00045697,-0.00039875,-0.001015,-0.00058652,-0.00036604,-0.000165,-0.00019661,-0.00098181,-0.00026458,-0.0010693,0.0080612,0.0014501,-0.00048263,-0.00057855,-6.6749e-05,-0.00042961,-0.00064874,-0.00086969,-0.00088218,0.0043531,-0.0011695,-0.00059,-0.00062094,-0.0010977,-7.3257e-05,-9.9201e-06,-0.0010634,-0.0010262,-0.0010988
1.4462,1.4161,1.3943,1.5427,1.3938,1.5375,1.4258,1.3909,1.422,1.4759,1.4369,1.4318,1.4132,1.5439,1.3874,1.4513,1.4258,1.4827,1.3815,1.4256,1.3999,1.378,1.5017,1.4269,1.4232,1.535,1.4988,1.5841,1.5841,1.4038,1.387,1.4723,1.4108,1.4231,1.4169,1.4958,1.4714,1.3927,1.3997,1.5524
0.15739,0.018403,-0.098098,0.53394,-0.078728,0.42121,0.083653,-0.10966,0.045936,0.69914,0.07754,0.060193,-0.053467,0.55909,-0.068329,0.16043,-0.065026,0.26253,-0.12487,0.03744,-0.046378,0.7017,0.6956,0.042891,-0.037628,0.41299,0.3522,0.61817,0.49819,-0.069877,0.68313,0.62575,-0.11264,0.0041541,-0.071225,0.2647,0.21266,-0.095784,-0.055642,0.52536
-0.57164,-0.39325,0.0068123,-0.76577,-0.15936,-0.92606,-0.38297,0.0102,-0.40584,-0.34634,-0.51796,-0.43671,-0.21603,-0.58357,0.002466,-0.49562,-0.072275,-0.61216,0.12558,-0.48756,-0.22036,-0.22172,-0.30645,-0.41956,0.0097011,-0.57456,-0.69935,-0.39552,-0.62584,-0.19165,-0.25506,-0.44687,0.14185,-0.31922,0.14157,-0.61328,-0.53995,0.017614,-0.18098,-0.77478
0.089202,0.099344,0.10908,0.099825,0.10184,0.1019,0.094961,0.10907,0.099789,0.107,0.097383,0.098556,0.10703,0.091909,0.10549,0.092542,0.11389,0.085245,0.11151,0.097758,0.10231,0.10781,0.1061,0.098681,0.094587,0.092138,0.095992,0.10342,0.093756,0.10611,0.099295,0.095589,0.096256,0.097992,0.12078,0.08826,0.084804,0.11035,0.10289,0.10165
0.66164,0.51312,0.32751,0.42525,0.43943,0.43147,0.57193,0.32903,0.56896,0.42738,0.54952,0.51774,0.42035,0.53041,0.32208,0.56718,0.36112,0.61694,0.32992,0.52766,0.50011,0.40284,0.43302,0.52316,0.30747,0.5715,0.35856,0.44723,0.56581,0.39603,0.34908,0.34472,0.3144,0.47339,0.30656,0.64239,0.47747,0.326,0.45138,0.4836
