0,-0.151631,-1.82113,0.759489,1.44215,0.00157645,-0.010576,-1.30027e-05,1.45306,-1.11701e-06,-0.363024,0.113966,0.425952
1,-0.151631,-1.82113,0.759489,1.44215,0.00157645,-0.010576,-1.30027e-05,1.45306,-1.11701e-06,-0.363024,0.113966,0.425952
2,-0.150661,-1.82183,0.759642,1.43936,0.000273807,-0.00690988,-1.20428e-06,1.45842,0.00293189,-0.367022,0.112854,0.429254
3,-0.150661,-1.82183,0.759642,1.43936,0.000273807,-0.00690988,-1.20428e-06,1.45842,0.00293189,-0.367022,0.112854,0.429254
4,-0.150661,-1.82183,0.759642,1.43936,0.000273807,-0.00690988,-1.20428e-06,1.45842,0.00293189,-0.367022,0.112854,0.429254
5,-0.149734,-1.82189,0.76041,1.43677,-0.00085769,-0.008361,6.23083e-06,1.46236,0.00374609,-0.353068,0.111771,0.414879
6,-0.149734,-1.82189,0.76041,1.43677,-0.00085769,-0.008361,6.23083e-06,1.46236,0.00374609,-0.353068,0.111771,0.414879
7,-0.150737,-1.8215,0.759466,1.43796,0.00214052,-0.0092743,-1.68075e-05,1.4565,0.00572784,-0.342792,0.112074,0.388798
8,-0.150737,-1.8215,0.759466,1.43796,0.00214052,-0.0092743,-1.68075e-05,1.4565,0.00572784,-0.342792,0.112074,0.388798
9,-0.151463,-1.82107,0.75892,1.43956,0.00294076,-0.0107356,-2.70526e-05,1.45689,0.0123278,-0.378346,0.111691,0.364032
10,-0.151463,-1.82107,0.75892,1.43956,0.00294076,-0.0107356,-2.70526e-05,1.45689,0.0123278,-0.378346,0.111691,0.364032
11,-0.150698,-1.82129,0.759047,1.4386,0.000713787,-0.0100439,-6.28319e-06,1.4588,0.0210758,-0.451541,0.111692,0.351364
12,-0.150698,-1.82129,0.759047,1.4386,0.000713787,-0.0100439,-6.28319e-06,1.4588,0.0210758,-0.451541,0.111692,0.351364
13,-0.149357,-1.82186,0.758592,1.44018,-0.00210452,-0.00623309,1.09781e-05,1.46636,0.0314546,-0.473112,0.110241,0.358723
14,-0.149357,-1.82186,0.758592,1.44018,-0.00210452,-0.00623309,1.09781e-05,1.46636,0.0314546,-0.473112,0.110241,0.358723
