0,-0.19569,-1.7904,0.76201,1.1513,0.0936,-0.0014528,0.0001835,1.3582,-0.136,-0.41658,0.098076,0.38006
1,-0.1997,-1.7895,0.76144,1.1547,0.097301,4.6639e-05,0.00032726,1.3537,-0.13558,-0.41321,0.097675,0.39225
2,-0.20042,-1.7883,0.76114,1.1605,0.093435,-0.0029477,-1.4368e-05,1.356,-0.1388,-0.42918,0.096675,0.37053
3,-0.1942,-1.7873,0.76136,1.1571,0.092607,-0.002844,-1.7429e-05,1.3607,-0.13358,-0.42788,0.096049,0.39251
4,-0.20644,-1.7905,0.76254,1.1591,0.09273,-0.0023355,8.0594e-06,1.3488,-0.14936,-0.45353,0.10142,0.30444
5,-0.18916,-1.7852,0.76248,1.1641,0.09145,-0.0040761,-0.00012118,1.3655,-0.12869,-0.41985,0.096194,0.39483
6,-0.18959,-1.7859,0.76293,1.1653,0.091163,-0.0045004,-0.00017085,1.3644,-0.13129,-0.42783,0.097127,0.38372
7,-0.21346,-1.7881,0.76088,1.1508,0.092364,0.0010191,0.00023342,1.3586,-0.12112,-0.4184,0.099521,0.28136
8,-0.18796,-1.7869,0.76353,1.1666,0.090159,-0.0053897,-0.00026021,1.3655,-0.13222,-0.43338,0.098219,0.37383
9,-0.18666,-1.7865,0.76362,1.167,0.090005,-0.0054044,-0.00025899,1.3673,-0.13044,-0.42828,0.098329,0.3726
10,-0.18574,-1.7854,0.76355,1.1671,0.090374,-0.0049237,-0.00021335,1.3689,-0.12798,-0.4201,0.098226,0.37193
11,-0.18549,-1.7838,0.76334,1.1664,0.091213,-0.0040334,-0.00013672,1.3696,-0.12578,-0.41257,0.098005,0.37149
12,-0.18592,-1.7821,0.76305,1.1643,0.092308,-0.0029252,-4.9538e-05,1.3691,-0.12429,-0.40793,0.097713,0.37232
13,-0.18691,-1.7803,0.76271,1.1611,0.093478,-0.0017382,3.6444e-05,1.3675,-0.12323,-0.40536,0.097381,0.37583
14,-0.18835,-1.7787,0.76239,1.1577,0.094634,-0.00058352,0.00011521,1.3654,-0.12195,-0.4022,0.097127,0.38286
15,-0.18991,-1.7776,0.76218,1.1558,0.095713,0.00035487,0.00017628,1.3635,-0.11996,-0.39569,0.097163,0.39341
16,-0.19108,-1.7773,0.76215,1.1568,0.096651,0.00085865,0.00020586,1.3621,-0.11727,-0.38446,0.097619,0.40695
17,-0.19132,-1.7778,0.76234,1.1607,0.097385,0.00081772,0.00019695,1.3617,-0.11432,-0.36907,0.098401,0.42289
18,-0.19038,-1.7788,0.76267,1.1663,0.097872,0.00031461,0.00015565,1.362,-0.11176,-0.3517,0.09924,0.44058
19,-0.1884,-1.7797,0.76306,1.1717,0.098114,-0.00039517,0.00010048,1.3625,-0.11008,-0.33525,0.099856,0.45908
20,-0.18596,-1.7801,0.76337,1.1751,0.098181,-0.0009729,5.6352e-05,1.3625,-0.10942,-0.32223,0.10011,0.47721
21,-0.18375,-1.7796,0.76354,1.1758,0.098192,-0.0011379,4.4463e-05,1.3615,-0.10943,-0.31356,0.10006,0.49437
22,-0.18226,-1.7786,0.76355,1.1743,0.098237,-0.00079846,7.2413e-05,1.3595,-0.1094,-0.30807,0.099835,0.51142
23,-0.18147,-1.7772,0.76348,1.172,0.098294,-7.2654e-05,0.00013197,1.3567,-0.10842,-0.30313,0.099533,0.53052
24,-0.18095,-1.7757,0.76342,1.1706,0.098256,0.00081049,0.00020543,1.3539,-0.10561,-0.29624,0.099193,0.55341
25,-0.18022,-1.7747,0.76342,1.1712,0.098045,0.0016387,0.00027461,1.3518,-0.10043,-0.28653,0.098857,0.57941
26,-0.17907,-1.7741,0.76346,1.174,0.097727,0.0022972,0.00032766,1.3507,-0.093146,-0.27533,0.098622,0.60507
